text,channel_id
"Д21. Жила одно время с парнем в однушке с его бабушкой. В нашей квартире шел ремонт, и парень прямо-таки настаивал пожить со старушкой, типа ей будет приятно, а то чето совсем одиноко и тд, а тут и помощь хоть какая-то. Бабушке 80 было, и при всем при этом шустрая женщина, самостоятельная, но все же старая. Надеясь на ее крепкий сон, мы трахались себе потихоньку ночью в метре от нее на другом диване. И вот момент пика наслаждения, и я шепчу ""тише, не стони, бабушка проснется!"". И тут как гром среди ясного неба голос бабки: ...",1702271262
"🤡Премьер-министр рф Михаил Мишустин рассказал «перспективы», которые ждут Мариуполь в рф

«В Мариуполе выстраивается нормальная мирная жизнь. Ключевым будет-восстановление порта. Восстановление порта идет с использованием новых, современных технологий. Это будет порт XXI века. Мариуполь является портовым городом, это важная часть экономики города, а для России в целом — логистики в Азовском море.

В Мариуполе расположена единственная на Азовском море глубоководная грузовая гавань, через которую переваливаются тысячи тонн строительных материалов и других крайне важных для людей и бизнеса товаров и сырья»,- сказал он 

На восстановление порта будет направлено около 1 млрд рублей",1469100833
"Суд США отказал КНБ в ходатайстве по делу олигархов Клебанова и Кана

Федеральный суд США по Восточному округу города Нью-Йорк не удовлетворил ходатайство представителей КНБ по делу о рейдерском захвате бизнеса, в котором фигурируют казахстанские олигархи Александр Клебанов и Сергей Кан, сообщает Orda.kz.

Представители Комитета национальной безопасности Казахстана пытались оспорить юрисдикцию суда в деле по иску бывшего президента АО ""ЦАЭК"" Еркына Амирханова. В своем ходатайстве юристы указали, что сотрудники КНБ не изымали собственность истца. В иске Амирханова подчеркивается, что это сделали его бизнес-партнеры, в связи с этим представители КНБ ходатайствовали об исключении ведомства из числа ответчиков.

Подробности тут:   https://orda.kz/sud-ssha-otkazal-knb-v-hodatajstve-po-delu-oligarhov-klebanova-i-kana-376463/

t.me/orda_kz",1499924082
"✨ Lamentation et Triomphe: Музыкальное промовидео OST Фонтейна | Genshin Impact

🎵 В музыкальном промовидео OST Фонтейна Lamentation et Triomphe представлена боевая музыка, написанная для Фонтейна командой HOYO-MiX, в исполнении симфонического оркестра и музыкантов.
Благодарим Particle 6 Productions за помощь в создании видео.",1236943759
"🎙 Талиска: ""Я до сих пор не понимаю, почему меня исключили из списка азиатского ""Аль-Насра"". У меня была мотивация играть за эту команду в Азии, однако я желаю успехов своей команде и надеюсь, что Роналду совершит один из тех исключительных прыжков в матче с «Персеполисом».",1880437335
"❗️Пустыня Аль-Мухайли в Ливии и низины провинции Киренаика уже несколько суток покрыты водой

Выжившие после наводнения местные жители говорят, что никогда раньше не видели ничего подобного.

Коллеги сообщают, что ""древние водные бассейны, в которых находились реки и озера до последнего смещения земной оси 6000 лет назад, снова заполнились водой""...",1227956015
"Почти 30 рейсов задержаны в столичных аэропортах этим утром. Ещё четыре — отменены. 

Вылететь не могут самолеты во Внуково, Домодедово и Шереметьево.

😋 Подписывайся на Mash",1117628569
"Трамп: Через год вам предстоит голосовать на самых важных выборах в вашей жизни. На этих выборах решится вопрос, будет ли Америкой править тираны – марксисты, фашисты и коммунисты, которые хотят уничтожить наше иудео-христианское наследие. Или Америку спасут богобоязненные, свободолюбивые патриоты, как вы. Да, это вы! Если мы будем держаться вместе в этой битве, то победим продажного Джо Байдена. А он продажен, как черт! Разве не так? Просто невероятно.",1069772626
"В ближайшее время в России заработает портал, при помощи которого школьники смогут получать помощь профессиональных психологов в режиме онлайн. 

В Минпросвещения РФ считают, что, хотя живое общение очень сложно заменить, современный сайт и новые инструменты отчасти помогут разгрузить школьных психологов. 

Подробности о том, почему в России решили создать психологический ресурс для школьников и какие перспективы есть у его внедрения, — в материале ""Известий"".

😎 Подписаться на IZ.RU",1003698528
"Лидер КНДР Ким Чен Ын прибыл на аэродром Кневичи

▫️ Автомобильный кортеж председателя государственного совета Корейской Народной Демократической Республики Ким Чен Ына прибыл на аэродром Кневичи города Владивостока. 

▫️ На аэродроме северокорейского лидера встретил Министр обороны Российской Федерации генерал армии Сергей Шойгу. Председателя государственного совета Корейской Народной Демократической Республики Ким Чен Ына приветствовал почетный караул Преображенского полка.

▫️ Для показа лидеру КНДР на аэродроме Кневичи выставлены образцы современной авиационной техники Воздушно-космических сил России.

🔹 Минобороны России",1082968817
"#Сводка на утро 16 сентября 2023 года

▪️На Запорожском фронте продолжается оборонительная операция ВС России на рубеже Работино-Вербовое. Враг, доставляя малые группы десанта на бронетехнике к ЛБС пытается прорвать нашу оборону, несмотря на свои тяжелые потери, артиллерийские и авиационные удары Армии России.

▪️На Херсонском направлении продолжаются бои за острова в пойме р. Днепр, ВСУ наносит удары по нашему берегу, под огнем нацистов мирное население Херсонской области.

▪️Тяжелые бои у Клещеевки и Андреевки на южном фланге Артемовского (Бахмутского) направления. 

▪️На Купянском направлении артиллерийские дуэли, уничтожена американская радиолокационная станция контрбатарейной борьбы AN/TPQ-48.

▪️В Черном море повысилась активность малых безэкипажных катеров-камикадзе ВСУ. За прошедшие сутки малым ракетным кораблем «Аскольд» Черноморского флота России уничтожен еще один надводный дрон противника.

▪️Продолжаются обстрелы прифронтовых регионов России. В Курской области под огнем оказался н.п. Елизаветовка в Глушковском районе. В ДНР от огня ВСУ пострадал мирный житель. Ночью ПВО уничтожила вражеские дроны над Калужской и Тверской областями.

Сводку составили: Два майора",1513431778
"США заявили, что пытаются помешать замещению украинского зерна на рынках российским.

Руководитель Агентства по международному развитию США Саманта Пауэр считает, что РФ пытается извлечь выгоду из выхода из черноморской зерновой инициативы.",1292133152
"Жандос Шаймарданов назначен председателем Агентства по стратегическому планированию и реформам

Указом Главы государства Шаймарданов Жандос Нурланович назначен Председателем Агентства по стратегическому планированию и реформам Республики Казахстан, он освобожден от ранее занимаемой должности.

t.me/orda_kz",1499924082
"🆘 ДТП на Малиновского. Столкнулись бетономешалка, Мерседес и Гранта. 

О пострадавших не сообщается

@etorostov
⚠️ Прислать новости/Реклама:  @etorostov_admin",1527265991
"Современные боевые самолеты ВКС России показали лидеру КНДР на аэродроме Кневичи 

▫️ В ходе демонстрации современной российской авиационной техники на аэродроме Кневичи лидеру Корейской Народной Демократической Республики Ким Чен Ыну и Министру обороны России генералу армии Сергею Шойгу были представлены современные образцы оперативно-тактической авиации ВКС России.

▫️ О боевых возможностях сверхзвукового истребителя-бомбардировщика Су-34, истребителей Су-30СМ, Су-35С и штурмовика Су-25СМ3 доложили командиры экипажей боевых самолетов.

▫️ Особое внимание было уделено их летно-техническим характеристикам и возможностям вооружения.

🔹 Минобороны России",1082968817
"Сегодня в Кемерове пройдёт «Кросс нации». 

Торжественное открытие в 11:30, первый забег в 12:00. Место проведения - Сосновый бор (ул. Волкова, 45).

Вести-Кузбасс | @Vesti_Kuzbass42",1589335193
"«Росатом»: Севморпуть безопасен для прохода танкеров без ледового класса.

Двум танкерам неледового класса разрешили пройти по Севморпути для доставки нефти в Китай. В «Росатоме» заявили, что суда были тщательно проверены, их проход безопасен, а условия навигации летом и осенью улучшены.",1292133152
"Индекс качества воздуха на данный момент в Душанбе «нездоровый». Об этом свидетельствуют данные карты, которая показывает замеры в режиме реального времени.

✅Подпишись на @asiaplus",1118975050
"Правительство России предложило два варианта стабилизации цен на топливо.

Рассматривается возможность запрета экспорта нефтепродуктов на некоторый срок для насыщения рынка или увеличение экспортной пошлины до $250 за тонну.

Отмечается, что при повышении пошлины платеж вернется добросовестным экспортерам, которые поставляют на внутренний рынок процент нефтепродуктов, определенный постановлением.",1292133152
"🇰🇵 🇷🇺 Продолжается визит в Россию лидера КНДР

❗️Ким Чен Ын прибыл в Приморье, на железнодорожную станцию Артём-Приморский на своем бронепоезде.

✅ Его встретили глава межправкомиссии РФ и КНДР, министр природных ресурсов РФ Александр Козлов, глава Приморья Олег Кожемяко, мэр Артема Олег Квон, представители правительства региона

Северокорейского лидера также встречали 40 учеников артемовской школы №7.",1453804949
"Современные боевые самолеты ВКС России показали лидеру КНДР на аэродроме Кневичи 

▫️ В ходе демонстрации современной российской авиационной техники на аэродроме Кневичи лидеру Корейской Народной Демократической Республики Ким Чен Ыну и Министру обороны России генералу армии Сергею Шойгу были представлены современные образцы оперативно-тактической авиации ВКС России.

▫️ О боевых возможностях сверхзвукового истребителя-бомбардировщика Су-34, истребителей Су-30СМ, Су-35С и штурмовика Су-25СМ3 доложили командиры экипажей боевых самолетов.

▫️ Особое внимание было уделено их летно-техническим характеристикам и возможностям вооружения.

🔹 Минобороны России",1140194587
"Шевченковский суд Киева избрал меру пресечения Игорю Коломойскому, который на днях получил новое подозрение. 

Судья определил меру пресечения в виде содержания под стражей с возможностью внесения залога 3 млрд 891 млн гривен. По первому подозрению у Коломойского было взятие под стражу с залогом в 500 млн гривен.

Итого, чтоб выйти теперь на свободу, Коломойскому нужно внести по двум мерам пресечения 4 млрд 391 млн гривен.",1397951851
"Почти 30 рейсов задержаны в столичных аэропортах этим утром. Ещё четыре — отменены. 

Вылететь не могут самолеты во Внуково, Домодедово и Шереметьево.

😋 Подписывайся на Mash",1140194587
"Сегодня жители Новороссийска отмечают 80-ю годовщину разгрома немецко-фашистских войск у стен города.

📹 архив ""1 канал""

Подписаться на @NR_novosti",1140194587
"В Турции кошка утащила из супермаркета целую курицу, чтобы накормить своих котят 🐈

Мать года

@ovsyanka",1141576790
Криштиану Роналду тренирует штрафные удары 🔥,1880437335
"Лидер КНДР Ким Чен Ын и министр обороны РФ Сергей Шойгу в международном аэропорту Кневичи.

Фото: Вадим Савицкий/ТАСС",1140194587
"Военком Бережной: За 12 месяцев на Полтавщине 90% мобилизованных выбыли из строя
А текущий план по мобилизации удалось выполнить лишь на 13%⁠
🗣 Автор: Madarator 🔵 #блоги
▫️ Читать ► https://ovcl.ru/FNb",1391658578
"Память SK hynix могла попасть в санкционные смартфоны Huawei из старых запасов
Формально, её поставщики ничего не нарушили.⁠
🗣 Автор: Алексей Сычёв 🟡 #редакция
▫️ Читать ► https://ovcl.ru/FNI",1391658578
"⚡️Почти 30 рейсов задержаны в столичных аэропортах этим утром, ещё четыре — отменены 

❗️Вылететь не могут самолеты во Внуково, Домодедово и Шереметьево.",1453804949
"Северокорейскому лидеру представили гиперзвуковой ракетный комплекс «Кинжал» 

▫️ На аэродроме Кневичи лидеру Корейской Народной Демократической Республики Ким Чен Ыну Министр обороны Российской Федерации генерал армии Сергей Шойгу представил российский ракетоносец МиГ-31И с новейшим вооружением, - гиперзвуковым авиационным ракетным комплексом «Кинжал».

▫️ О летно-технических возможностях гиперзвукового авиационного ракетного комплекса «Кинжал» доложил командующий Дальней авиацией ВКС России генерал-лейтенант Сергей Кобылаш. 

▫️ В состав комплекса входит ракетоносец Миг-31И, оснащенный гиперзвуковой аэробаллистической ракетой «Кинжал» и система управления ракетой.

▫️ Данный российский авиационный комплекс не имеет аналогов в мире и показал свою высокую боевую эффективность.

🔹 Минобороны России",1082968817
"Саммит ""Группы 77 плюс Китай"" открылся в Гаване

Гавана, 15 сентября /Синьхуа/ -- В пятницу во Дворце конвенций в Гаване /Куба/ начал работу саммит ""Группы 77 плюс Китай"".

На встречу, которая продлится до субботы, съезжаются делегации из более чем 100 стран.

На церемонии открытия присутствовал лидер кубинской революции генерал Рауль Кастро.

В своей приветственной речи президент Кубы Мигель Диас-Канель отметил усилия Китая по развитию международного сотрудничества во всем мире и подчеркнул, что сотрудничество, солидарность и прогресс человечества -- жизненно важны для решения современных мировых проблем.

Президент осудил продолжающуюся уже шесть десятилетий экономическую блокаду Кубы со стороны США, которая нанесла огромный экономический и гуманитарный ущерб, и призвал участников бороться за право на развитие.

...

2023-09-16 10:29:00
[Full Text]",1140194587
"🇱🇹🇧🇾 Едут и создают ""риски"". Литовские власти сбились с ног, проверяя белорусов

Член комитета Сейма по национальной безопасности и обороне Довиле Шакалене признает, что полноценно проверить всех граждан Беларуси, живущих в Литве, невозможно.

""Даже среди тех людей, которые живут в Литве и имеют разрешение на проживание здесь, временное или постоянное, лишь малая часть — оппозиционеры, диссиденты. <...> Вполне логично подумать о том, что за эти три года люди, желавшие бежать, пережившие репрессии, наверное, большая часть уже приехали. А сейчас приезжают люди с совсем разными взглядами, разными настроениями, а что самое страшное, они создают разные риски"".

У литовских учреждений, жалуется парламентарий, не хватает ресурсов для проверки всех приехавших в Литву белорусских граждан.

✅По ее словам, нужно усилить работу ДГБ и Департамента миграции, чтобы они могли справиться с проверками граждан соседнего государства.

""Другая вещь — более точно идентифицировать этот поток. Например, расширить список людей, которые не могут въехать ни при каких обстоятельствах – это люди, которые работают в государственных учреждениях"".

Еще, рассуждает Шакалене, у литовских властей ""должны возникнуть такие вопросы, действительно ли это диссиденты здесь, в Вильнюсе, ездят на роскошных автомобилях"".

Таки что, все ""роскошные автомобили"" проверять будут? И украинские? 😳

@sputniknews_lt",1130470002
"Ноенацист и боец смешанных единоборств Вячеслав Дацик отправился добровольцем на фронт. Как и положено в такой важный для жизни момент он пострелял из автомата в воздух, шмальнул из гранатомёта в поле и записал всё выше перечисленное на видео. 

Дацик прекрасен как коммерческий медиапроект,  и я сильно сомневаюсь, что он действительно окажется на передовой. Не такой это человек, чтобы отдавать жизнь за власть, от которой он дважды сбегал сначала в Норвегию, а потом в Эстонию. Развлекать публику боями в «поп-ММА» — да. Воевать на настоящей войне — вряд ли. 

Для чего фронту понадобился Дацик, произносящий в кадре, что ждёт всех «на передке», но сам при этом не подписавший официальный контракт с Минобороны? Потому что путинской войне нужна реклама, которая никак не клеится после изгнания из медийного поля ЧВК «Вагнер». Минобороны откровенно не старается, а новые «герои», которые могли бы личным примером мотивировать россиян походом на войну, как ни крути необходимы.

Вот и лупит Дацик из гранатомёта, до кучи пуская пулемётную очередь в воздух при полном боевом обвесе. Картина, которую обычный доброволец или мобилизованный увидят разве что в тик-ток фильмах «Ахмата». 

Если бы война действительно была народная, если бы по-настоящему нужно было вставать на защиту родины, а не просто погибать за алчные интересы политиков, то народные герои появлялись бы сами собой. А весь этот цирк лишь дешёвое доказательство того, насколько война непопулярна среди обычных россиян.",1380501944
